AST_PER_GAME,BLK_PER_GAME,CONF_RANKS,CONTINENT,DRAFT_PICK,DRAFT_ROUND,DREB_PER_GAME,FG3A_PER_GAME,FG3M_PER_GAME,FGA_PER_GAME,FGM_PER_GAME,FROM_TANKING,FTA_PER_GAME,FTM_PER_GAME,GP,GS,HEIGHT,MIN,NEW_TEAM,OREB_PER_GAME,PF_PER_GAME,PLAYER,PLAYER_AGE,POSITION,PTS_PER_GAME,REB_PER_GAME,STL_PER_GAME,TEAM_ID,TOV_PER_GAME,TO_TANKING,WEIGHT,YEARS_IN_LEAGUE
0.5,0.0,13,1,55,2,3.0,1.0,1.0,3.5,2.5,0,1.0,0.5,2,2,195.6,30,1,0.0,1.0,Jay Scrubb,22,1,6.5,3.0,1.0,1610612753,1.5,0,220,0
0.2,0.4,3,2,39,2,1.2,0.0,0.0,1.8,1.2,0,0.4,0.0,5,5,213.4,29,0,1.0,1.4,Neemias Queta,23,5,2.4,2.2,0.0,1610612758,0.2,0,248,0
0.8,0.0,2,1,-1,-1,1.0,1.0,0.2,3.0,1.0,0,0.0,0.0,5,5,198.1,34,1,0.6,0.4,Justin Champagnie,21,2,2.2,1.6,0.2,1610612738,0.0,0,206,0
1.125,0.0,11,6,-1,-1,0.25,1.375,0.375,1.625,0.375,0,0.25,0.125,8,8,177.8,52,1,0.0,0.375,Facundo Campazzo,32,1,1.25,0.25,0.75,1610612742,0.375,0,195,0
0.5,0.0,6,1,-1,-1,0.5,1.0,0.5,1.25,0.5,0,1.5,1.0,4,4,193.0,18,0,0.25,0.0,Lester Quinones,22,1,2.5,0.75,0.25,1610612744,1.25,0,208,0
0.571,0.0,7,1,-1,-1,0.857,1.143,0.429,1.286,0.429,0,0.0,0.0,7,7,205.7,41,0,0.143,0.429,Cole Swider,24,3,1.286,1.0,0.0,1610612747,0.0,0,220,0
0.667,0.0,12,1,31,2,1.667,1.667,0.167,3.167,0.5,0,0.333,0.333,6,6,205.7,61,0,0.333,0.667,Isaiah Todd,21,3,1.5,2.0,0.167,1610612764,0.333,0,219,0
0.333,0.0,9,1,41,2,0.444,1.333,0.333,1.556,0.333,0,0.0,0.0,9,9,198.1,50,1,0.0,0.333,Joe Wieskamp,23,2,1.0,0.444,0.0,1610612761,0.111,0,205,0
0.5,0.0,11,1,48,2,0.667,0.167,0.0,1.167,0.667,0,0.333,0.167,6,6,200.7,40,0,0.333,1.5,Kendall Brown,20,1,1.5,1.0,0.667,1610612754,0.333,0,205,0
0.6,0.0,14,1,-1,-1,0.0,1.6,0.4,1.8,0.4,0,0.6,0.6,5,5,182.9,28,0,0.0,0.2,Trevor Hudgins,24,1,1.8,0.0,0.0,1610612745,0.2,0,180,0
0.0,0.0,11,1,41,2,0.333,0.667,0.333,1.667,1.333,0,0.0,0.0,3,3,193.0,8,0,0.333,0.0,Tyler Dorsey,27,1,3.0,0.667,0.0,1610612742,0.0,0,180,0
0.25,0.0,15,1,50,2,2.0,0.5,0.0,1.5,0.75,0,0.5,0.25,4,0,203.2,30,1,0.5,0.75,Alize Johnson,26,3,1.75,2.5,0.25,1610612759,1.0,0,212,5
0.0,1.0,13,1,-1,-1,1.0,0.0,0.0,5.0,3.0,0,4.0,1.0,1,1,208.3,21,0,2.0,0.0,Chance Comanche,27,5,7.0,3.0,0.0,1610612757,0.0,0,210,0
1.25,0.0,5,1,-1,-1,0.75,0.75,0.25,2.25,0.75,0,0.0,0.0,4,4,182.9,20,0,0.0,0.5,Xavier Moon,28,1,1.75,0.75,0.0,1610612746,0.25,0,165,0
0.5,0.071,12,6,23,1,0.214,0.286,0.0,1.429,0.214,0,0.0,0.0,14,14,198.1,68,1,0.286,0.714,Leandro Bolmaro,22,3,0.429,0.5,0.214,1610612762,0.5,0,200,0
0.0,0.0,10,2,44,2,0.143,0.571,0.143,1.0,0.286,0,0.286,0.143,7,7,213.4,20,0,0.143,0.714,Marko Simonovic,23,5,0.857,0.286,0.0,1610612741,0.0,0,220,0
0.0,0.0,2,1,27,1,1.25,0.75,0.0,1.75,0.5,0,0.5,0.5,4,0,208.3,36,0,1.25,0.75,Mfiondu Kabengele,25,5,1.5,2.5,0.5,1610612738,0.25,0,250,3
0.273,0.182,12,1,32,2,0.727,0.0,0.0,0.727,0.182,0,0.182,0.182,11,11,208.3,28,1,0.273,0.455,Vernon Carey Jr.,22,5,0.545,1.0,0.182,1610612762,0.182,0,270,0
0.333,0.0,4,1,26,1,0.0,0.667,0.333,1.0,0.667,0,0.0,0.0,3,0,200.7,10,0,0.0,0.0,Dylan Windler,25,2,1.667,0.0,0.333,1610612739,0.333,0,196,2
1.0,0.4,14,1,-1,-1,0.6,1.0,0.2,1.2,0.2,0,0.4,0.4,5,1,195.6,28,0,0.2,0.0,Kobi Simmons,21,1,1.0,0.8,0.0,1610612766,0.2,0,180,2
0.0,0.0,10,1,-1,-1,0.6,0.6,0.2,0.8,0.4,0,0.0,0.0,5,5,198.1,9,0,0.0,0.2,Malcolm Hill,27,3,1.0,0.6,0.0,1610612741,0.0,0,220,0
0.0,0.0,15,1,-1,-1,0.333,0.0,0.0,0.333,0.333,0,0.667,0.667,3,3,203.2,9,0,0.0,0.0,Braxton Key,26,3,1.333,0.333,0.0,1610612765,0.0,0,225,0
0.0,0.0,9,1,-1,-1,0.0,0.0,0.0,1.0,0.4,0,0.0,0.0,5,5,195.6,12,0,0.2,0.2,Dereon Seabron,23,1,0.8,0.2,0.0,1610612740,0.0,0,180,0
0.0,0.0,7,1,-1,-1,1.0,1.0,0.0,2.5,1.0,0,0.0,0.0,2,2,198.1,4,0,0.0,0.0,Donovan Williams,21,1,2.0,1.0,0.0,1610612737,0.0,0,190,0
1.333,0.0,12,1,-1,-1,0.667,0.667,0.167,1.667,0.167,0,0.0,0.0,6,6,185.4,53,1,1.0,1.5,Devon Dotson,23,1,0.5,1.667,0.833,1610612764,0.5,0,185,0
7.0,0.0,2,1,-1,-1,4.0,3.0,1.0,3.0,1.0,0,0.0,0.0,1,1,175.3,41,0,0.0,3.0,Jacob Gilyard,24,1,3.0,4.0,3.0,1610612763,2.0,0,160,0
0.5,0.0,12,1,-1,-1,0.0,0.5,0.5,1.0,0.5,0,0.0,0.0,2,2,198.1,6,0,0.0,0.5,Jordan Schakel,25,1,1.5,0.0,0.5,1610612764,0.0,0,200,0
0.0,0.0,5,1,42,2,0.667,1.333,0.333,1.333,0.333,0,0.0,0.0,3,3,193.0,8,0,0.0,0.0,Trevor Keels,19,1,1.0,0.667,0.0,1610612752,0.0,0,221,0
0.5,0.0,3,3,-1,-1,0.0,0.0,0.0,1.0,0.5,0,1.0,0.0,2,2,195.6,8,0,1.0,1.0,Chima Moneke,27,3,1.0,1.0,0.0,1610612758,1.0,0,223,0
0.0,0.0,11,3,-1,-1,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,203.2,3,1,0.0,2.0,Chris Silva,25,3,2.0,0.0,0.0,1610612742,1.0,0,234,3
0.0,1.0,15,1,-1,-1,0.0,1.0,0.0,1.0,0.0,0,2.0,2.0,1,1,198.1,2,0,0.0,0.0,Stanley Umude,24,1,2.0,0.0,1.0,1610612765,0.0,0,210,0
0.0,0.0,6,1,-1,-1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,193.0,5,0,0.0,1.0,Alondes Williams,24,1,0.0,1.0,0.0,1610612751,2.0,0,210,0
0.0,0.0,3,1,-1,-1,0.0,0.5,0.0,1.0,0.0,0,0.0,0.0,2,0,193.0,7,0,0.0,0.0,Deonte Burton,26,2,0.0,0.0,0.0,1610612758,0.0,0,240,2
1.0,0.0,12,1,31,2,1.0,1.0,0.0,3.0,0.0,0,0.0,0.0,1,0,190.5,5,1,1.0,0.0,Frank Jackson,24,1,0.0,2.0,0.0,1610612762,0.0,0,205,4
0.0,0.0,3,1,-1,-1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,203.2,1,0,0.0,0.0,Michael Foster Jr.,20,3,0.0,0.0,0.0,1610612755,0.0,0,250,0
0.5,0.0,7,1,46,2,1.25,0.5,0.0,1.0,0.0,0,0.0,0.0,4,0,195.6,24,1,0.75,1.0,Sterling Brown,27,2,0.0,2.0,0.75,1610612747,0.0,0,219,5
